Timestamp_ms,SSID,BSSID,RSSI,Channel,SequenceNumber,BeaconInterval,BeaconTimestamp,Encryption,Privacy,ShortPreamble,ShortSlot,RateCount,SupportedRates,ExtRateCount,DSChannel,CountryCode,HasHT,HTChannelWidth,HTStreams,HasExtCap,OUI,VendorName,IsHidden,FrameLength,is_rogue,_rogue_type,SSID_Length,EmptySSID,BSSID_LocalAdmin,Timestamp_Ratio,UnusualChannel,Is_WEP,Is_Open,LowSeqNumber,LowTSF
420702,TNPOLICE,54:AF:97:24:47:83,-88,10,1653,100,702713241949.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,1,54:AF:97,Unknown,0,238,0,legitimate,8,0,0,1670330.950692056,1,0,0,0,0
91396,VKS_4G,FC:7A:58:1B:1B:9A,-91,6,354,100,544077517258.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,FC:7A:58,Unknown,0,356,0,legitimate,6,0,0,5952903.456984365,0,0,0,0,0
39941,Home Sweet_5G,A0:B7:57:A9:D2:8F,-91,10,3287,100,7570471.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,10,,1,40,2,1,A0:B7:57,Unknown,0,243,1,evil_twin_full_oui,13,0,0,189.53660307445796,1,0,0,0,1
106447,Satz,4B:49:54:5C:C6:A3,-86,3,94,100,4419230.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,3,,1,40,2,1,4B:49:54,Unknown,0,254,1,evil_twin_full_oui,4,0,2,41.51538779497971,1,0,0,1,1
261562,DIRECT-EX,8E:57:9B:08:7F:06,-86,11,319,100,7679167.0,WPA2,1,0,1,8,6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,0,11,,1,20,2,0,8E:57:9B,Unknown,0,261,1,local_admin_bssid,9,0,2,29.358766339275814,0,0,0,0,1
645312,ACTFIBERNET,73:4D:B4:92:C5:D3,-88,12,2390,100,1435364.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,1,73:4D:B4,Unknown,0,241,1,evil_twin_full_oui,11,0,2,2.224291157934212,1,0,0,0,1
918730,ACT-ai_103743468848,9C:53:22:77:43:12,-79,1,2488,100,803881574751.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,9C:53:22,Unknown,0,300,0,legitimate,19,0,0,874991.2376430098,0,0,0,0,0
94398,suresh4G,CA:78:C9:FE:B1:3C,-82,6,23,100,5321619.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,6,IN,1,40,2,1,CA:78:C9,Unknown,0,228,1,tsf_reset,8,0,2,56.373679805930145,0,0,0,1,1
966534,Jio_2,06:AB:08:26:36:28,-99,10,2445,100,2790927.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,IN,1,20,2,1,06:AB:08,Unknown,0,278,1,evil_twin_last_octet,5,0,2,2.8875591675417858,1,0,0,0,1
211563,Airtel_khus_2604,6C:4F:89:0B:6E:49,-91,7,92,100,1783847219239.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,6,IN,1,20,2,1,6C:4F:89,Unknown,0,312,0,legitimate,16,0,0,8431714.371249363,1,0,0,1,0
1115513,,9A:BA:5F:41:E0:F7,-89,8,8,100,4606670.0,WEP,1,0,1,0,,0,0,,0,0,0,0,9A:BA:5F,Unknown,0,338,1,tsf_reset,0,1,2,4.1296388929229035,1,1,0,1,1
664442,Cctv,52:2B:73:FD:4F:28,-95,11,3749,100,8029512.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,11,,1,40,2,1,52:2B:73,Unknown,0,276,1,local_admin_bssid,4,0,2,12.084576103593536,0,0,0,0,1
1039336,JVACT,F0:A7:31:F8:68:16,-91,1,3770,100,2115481964.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,F0:A7:31,Unknown,0,235,0,legitimate,5,0,0,2035.414850043826,0,0,0,0,0
87864,JioFiber-satz,C0:68:CC:6E:74:72,-76,6,3751,100,11374900472.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,C0:68:CC,Unknown,0,245,0,legitimate,13,0,0,129458.83425709896,0,0,0,0,0
630045,Athidi 1,9E:A2:F4:17:B6:BF,-86,3,1574,100,700971725198.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,3,,1,40,2,1,9E:A2:F4,Unknown,0,286,0,legitimate,8,0,2,1112572.2966227862,1,0,0,0,0
1252245,,EA:D3:62:19:9F:DB,-91,4,3192,100,3443828.0,WEP,1,1,1,0,,0,0,,0,0,0,0,EA:D3:62,Unknown,0,298,1,channel_shift,0,1,2,2.7501209826184314,1,1,0,0,1
585805,ACTFIBERNET,B0:A7:B9:AF:A6:1B,-80,7,1289,100,804423680401.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,7,,1,40,2,1,B0:A7:B9,Unknown,0,261,0,legitimate,11,0,0,1373191.2619553232,1,0,0,0,0
82211,GrootZone_5G,8A:CA:E7:DD:AC:D9,-84,11,3395,100,656523.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,11,IN,1,40,2,1,8A:CA:E7,Unknown,0,232,1,local_admin_bssid,12,0,2,7.985732009925559,0,0,0,0,1
35017,JioFiber-satz,C0:68:CC:6E:74:2E,-87,5,3915,100,8252629.0,WEP,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,C0:68:CC,Unknown,0,245,1,security_downgrade,13,0,0,235.66819921183392,1,1,0,0,1
322541,JioFiber-CqkfQ,9A:78:C9:62:4F:ED,-84,7,1040,100,891624.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,6,IN,1,40,2,1,9A:78:C9,Unknown,0,234,1,evil_twin_last_octet,14,0,2,2.7643655709954054,1,0,0,0,1
42154,JioFiber-satz,C0:68:CC:6E:74:72,-82,7,988,100,13464166994.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,C0:68:CC,Unknown,0,245,0,legitimate,13,0,0,319396.6787806903,1,0,0,0,0
1177418,,7A:20:51:29:AC:08,-92,8,2209,100,804155904410.0,WEP,1,0,1,0,,0,0,,0,0,0,0,7A:20:51,Unknown,0,310,0,legitimate,0,1,2,682981.9328633222,1,1,0,0,0
322205,ganesh_5g,56:AF:97:59:06:91,-82,6,2461,100,804173826834.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,,1,40,2,1,56:AF:97,Unknown,0,239,0,legitimate,9,0,2,2495837.5288914545,0,0,0,0,0
705386,,E6:D3:62:1B:7F:C6,-91,6,1127,100,451736477398.0,WEP,1,1,1,0,,0,0,,0,0,0,0,E6:D3:62,Unknown,0,412,0,legitimate,0,1,2,640409.4169555152,0,1,0,0,0
431902,Villa7,BC:07:1D:D4:36:3A,-83,4,1756,100,3034317.0,WPA2,1,1,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,2,US,1,40,2,1,BC:07:1D,Unknown,0,408,1,evil_twin_last_octet,6,0,0,7.0254594202864995,1,0,0,0,1
1495443,babu_5G,CA:78:C9:FE:B1:6C,-71,5,3680,100,9454292.0,Open,0,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,6,IN,1,40,2,1,CA:78:C9,Unknown,0,227,1,security_downgrade,7,0,2,6.32206354768216,1,0,1,0,1
203777,Villa7,BC:07:1D:D4:35:49,-82,2,3337,100,780103577984.0,WPA2,1,1,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,2,US,1,40,2,1,BC:07:1D,Unknown,0,408,0,legitimate,6,0,0,3828203.1327424943,1,0,0,0,0
194361,,C2:07:1D:D4:35:49,-70,3,853,100,780489834254.0,WEP,1,1,1,0,,0,0,,0,0,0,0,C2:07:1D,Unknown,0,431,0,legitimate,0,1,2,4015650.3547709943,1,1,0,0,0
698892,MGWiFi_Guest,EE:D3:62:19:9C:0E,-80,6,37,100,1345173.0,WPA2,1,1,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,7,US,1,40,2,1,EE:D3:62,Unknown,0,250,1,tsf_reset,12,0,2,1.9247195207277794,0,0,0,1,1
1607602,Cctv,50:2B:73:FD:4F:28,-64,12,3797,100,503636685209.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,11,,1,40,2,1,50:2B:73,Unknown,0,276,0,legitimate,4,0,0,313284.2407043281,1,0,0,0,0
477532,,36:68:93:B4:3D:7E,-93,4,3373,100,185924712002.0,WEP,1,1,1,0,,0,0,,0,0,0,0,36:68:93,Unknown,0,326,0,legitimate,0,1,2,389344.2170530623,1,1,0,0,0
113056,,12:27:F5:A8:91:B5,-82,3,1222,100,803066266013.0,WEP,1,0,1,0,,0,0,,0,0,0,0,12:27:F5,Unknown,0,263,0,legitimate,0,1,2,7103198.086036247,1,1,0,0,0
70826,ESPP_2.4,AC:15:A2:92:A2:48,-87,4,1737,100,191300710721.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,4,,1,40,2,1,AC:15:A2,Unknown,0,238,0,legitimate,8,0,0,2700957.4134299066,1,0,0,0,0
758586,Pearldrops_5G,2A:87:BA:01:91:73,-83,10,2837,100,804612200847.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,10,,1,40,2,1,2A:87:BA,Unknown,0,243,0,legitimate,13,0,2,1060672.2773353616,1,0,0,0,0
1613921,JVACT1,A4:2B:B0:01:A6:96,-87,11,1318,100,3344811.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,0,A4:2B:B0,Unknown,0,260,1,evil_twin_last_octet,6,0,0,2.0724737626725456,0,0,0,0,1
363734,Isha99_FF,9C:A2:F4:FA:D3:9C,-84,5,1660,100,30692036710831.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,5,,1,40,2,1,9C:A2:F4,Unknown,0,384,0,legitimate,9,0,0,84380212.82205726,1,0,0,0,0
735884,,A8:40:41:25:54:81,-89,11,170,100,6912357.0,WPA2,1,1,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,11,DE,1,20,1,1,A8:40:41,Unknown,1,213,1,hidden_ssid,0,1,0,9.39325709859557,0,0,0,0,1
1526594,ACT-ai_103574303016,8C:90:2D:3A:B9:96,-90,1,824,100,53894042024.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,20,2,1,8C:90:2D,Unknown,0,282,0,legitimate,19,0,0,35303.431508684356,0,0,0,0,0
1318664,J2G,A2:E5:32:B6:46:90,-84,1,45,100,1821061.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,1,IN,1,40,2,1,A2:E5:32,Unknown,0,223,1,tsf_reset,3,0,2,1.3809883480641407,0,0,0,1,1
114370,Home Sweet_5G,9E:A2:F4:A9:D2:BB,-82,9,649,100,8602552.0,Open,0,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,10,,1,40,2,1,9E:A2:F4,Unknown,0,243,1,security_downgrade,13,0,2,75.21619991081656,1,0,1,0,1
660961,Cctv,50:2B:73:FD:4F:10,-83,10,1619,100,9935351.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,11,,1,40,2,1,50:2B:73,Unknown,0,276,1,evil_twin_last_octet,4,0,0,15.031652349151692,1,0,0,0,1
728395,Coruscant,60:A4:B7:D0:84:4E,-93,6,2206,100,488068096333.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,,1,40,2,1,60:A4:B7,Unknown,0,239,0,legitimate,9,0,0,670058.7267544029,0,0,0,0,0
1181946,JioFiber_24GH_KRR,A8:88:1F:20:7B:61,-96,1,1220,100,285698560427.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,IN,1,20,2,1,A8:88:1F,Unknown,0,290,0,legitimate,17,0,0,241718.58841978532,0,0,0,0,0
265458,ACT-ai_103742862979,15:56:92:74:6F:B8,-87,2,3035,100,1397327.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,DE,1,40,2,1,15:56:92,Unknown,0,369,1,evil_twin_full_oui,19,0,0,5.263814751053835,1,0,0,0,1
260240,Charleshome_5g,62:A4:B7:D1:B1:EB,-85,6,2319,100,8474551.0,Open,0,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,,1,40,2,1,62:A4:B7,Unknown,0,244,1,security_downgrade,14,0,2,32.564242375336704,0,0,1,0,1
75715,Sekar,3C:84:6A:7B:AF:FE,-93,11,2871,100,294733414756.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,0,3C:84:6A,Unknown,0,259,0,legitimate,5,0,0,3892617.3431771356,0,0,0,0,0
266595,Charleshome_5g,62:A4:B7:D1:B1:81,-91,6,1445,100,18052610511.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,,1,40,2,1,62:A4:B7,Unknown,0,244,0,legitimate,14,0,2,67715.2339532476,0,0,0,0,0
427867,J2G,A2:E5:32:B6:46:57,-93,1,2854,100,6916080.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,1,IN,1,40,2,1,A2:E5:32,Unknown,0,223,1,evil_twin_last_octet,3,0,2,16.16405059504333,0,0,0,0,1
24783,,10:27:F5:5C:C6:21,-56,3,3509,100,8833878.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,3,,1,40,2,1,10:27:F5,Unknown,1,254,1,hidden_ssid,0,1,0,356.4347159457715,1,0,0,0,1
1023690,babu_5G,CA:78:C9:FE:B1:30,-80,5,1634,100,11137741207.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,6,IN,1,40,2,1,CA:78:C9,Unknown,0,227,0,legitimate,7,0,2,10879.98351748721,1,0,0,0,0
1325198,J2G,A2:E5:32:B6:46:69,-82,40,3466,100,3984091.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,1,IN,1,40,2,1,A2:E5:32,Unknown,0,223,1,channel_shift,3,0,2,3.0064096033878687,1,0,0,0,1
859602,Home Sweet,9C:A2:F4:AD:D2:27,-81,36,3214,100,3733010.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,10,,1,40,2,1,9C:A2:F4,Unknown,0,240,1,channel_shift,10,0,0,4.3427140203093755,1,0,0,0,1
717544,ACT-ai_103574303016,97:5B:CB:3A:B9:96,-84,2,3269,100,6737056.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,20,2,1,97:5B:CB,Unknown,0,282,1,evil_twin_full_oui,19,0,2,9.389036227693037,1,0,0,0,1
746381,J5G,66:C3:13:B6:46:94,-87,1,469,100,5991732.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,1,IN,1,40,2,1,66:C3:13,Unknown,0,223,1,evil_twin_full_oui,3,0,2,8.02770163267603,0,0,0,0,1
91564,Home Sweet_5G,9E:A2:F4:A9:D2:8F,-83,9,1503,100,5534456.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,10,,1,40,2,1,9E:A2:F4,Unknown,0,243,1,local_admin_bssid,13,0,2,60.442920329820346,1,0,0,0,1
1240596,JioFiber-3TFFK_EXT,8C:90:2D:3C:03:B3,-86,1,317,100,605052928420.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,20,2,0,8C:90:2D,Unknown,0,224,0,legitimate,18,0,0,487711.10072005657,0,0,0,0,0
1294688,advikasarah,48:55:5E:2C:71:FA,-91,10,2581,100,804208742833.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,IN,1,20,2,1,48:55:5E,Unknown,0,284,0,legitimate,11,0,0,621159.7865070299,1,0,0,0,0
272739,,CA:78:C9:FE:B1:74,-89,5,3673,100,7696872.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,6,IN,1,40,2,1,CA:78:C9,Unknown,1,228,1,hidden_ssid,0,1,2,28.22054704113808,1,0,0,0,1
949512,Jio4G,06:AB:08:7C:EB:C2,-91,7,40,100,7631754.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,06:AB:08,Unknown,0,279,1,local_admin_bssid,5,0,2,8.03754556283063,1,0,0,1,1
25409,,1F:E6:73:70:C6:7A,-90,5,1603,100,2192332.0,WEP,1,0,0,0,,0,0,,0,0,0,0,1F:E6:73,Unknown,0,360,1,evil_twin_full_oui,0,1,2,86.27831562377017,1,1,0,0,1
1447585,TP-Link_26A2_2GEXT,96:A6:7E:49:80:14,-91,10,118,100,1075409.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,10,IN,1,40,2,0,96:A6:7E,Unknown,0,299,1,local_admin_bssid,18,0,2,0.7428981766886389,1,0,0,0,1
1070208,ICF_65,B0:A7:B9:AF:A2:91,-88,9,2163,100,47515341190.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,9,,1,40,2,1,B0:A7:B9,Unknown,0,315,0,legitimate,6,0,0,44398.18875565427,1,0,0,0,0
908055,TP-Link_26A2_2GEXT,94:A6:7E:49:80:14,-93,10,3000,100,87020954025.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,10,IN,1,40,2,0,94:A6:7E,Unknown,0,299,0,legitimate,18,0,0,95832.14474107324,1,0,0,0,0
448005,Villa7,BC:07:1D:D4:36:AB,-77,3,2112,100,9940706.0,WEP,1,1,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,2,US,1,40,2,1,BC:07:1D,Unknown,0,408,1,security_downgrade,6,0,0,22.188778721713547,1,1,0,0,1
624989,Vaiskumar_5G,DA:47:32:39:06:C4,-89,9,4087,100,7967863.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,8,,1,40,2,1,DA:47:32,Unknown,0,242,1,evil_twin_last_octet,12,0,2,12.74878478055649,1,0,0,0,1
1376017,Vishaka,54:AF:97:6C:D4:DA,-86,10,1174,100,471010099540.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,1,54:AF:97,Unknown,0,237,0,legitimate,7,0,0,342299.37365644926,1,0,0,0,0
822044,,9C:A2:F4:70:C6:82,-89,4,5,100,7901081.0,WEP,1,0,0,0,,0,0,,0,0,0,0,9C:A2:F4,Unknown,0,378,1,tsf_reset,0,1,0,9.611494504558753,1,1,0,1,1
200448,Villa7,BE:07:1D:D4:35:49,-80,2,4073,100,4790983.0,WPA2,1,1,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,2,US,1,40,2,1,BE:07:1D,Unknown,0,408,1,local_admin_bssid,6,0,2,23.90125667875619,1,0,0,0,1
477592,ACT-ai_103784061836,0C:EF:15:FD:BE:1F,-84,4,1873,100,9328420.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,5,DE,1,20,2,1,0C:EF:15,Unknown,0,369,1,evil_twin_last_octet,19,0,0,19.53215394697996,1,0,0,0,1
1407592,Airtel_sara_2121,2D:F9:E0:8F:10:0A,-90,6,3396,100,4528935.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,6,IN,1,20,2,1,2D:F9:E0,Unknown,0,352,1,evil_twin_full_oui,16,0,0,3.217503212931579,0,0,0,0,1
286406,,E6:D3:62:1B:7F:E2,-84,7,19,100,8123098.0,WEP,1,1,1,0,,0,0,,0,0,0,0,E6:D3:62,Unknown,0,412,1,tsf_reset,0,1,2,28.362079139127186,1,1,0,1,1
1053824,,B0:A7:B9:AF:A2:97,-91,9,1501,100,3080220.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,9,,1,40,2,1,B0:A7:B9,Unknown,1,315,1,hidden_ssid,0,1,0,2.922895167603729,1,0,0,0,1
1314818,TNPOLICE,54:AF:97:24:47:83,-88,12,36,100,4202345.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,1,54:AF:97,Unknown,0,238,1,tsf_reset,8,0,0,3.196139544682576,1,0,0,1,1
162470,ACT103619873565_5g,EA:48:B8:F9:00:99,-75,6,34,100,2173240.0,WPA2,1,0,0,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,,1,40,2,1,EA:48:B8,Unknown,0,248,1,tsf_reset,18,0,2,13.376171747573412,0,0,0,1,1
89093,Sekar,3E:84:6A:7B:AF:FE,-93,11,4001,100,9057519.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,0,3E:84:6A,Unknown,0,259,1,local_admin_bssid,5,0,2,101.66250252542258,0,0,0,0,1
892201,,C2:68:CC:5D:12:E2,-88,11,3549,100,100337971750.0,WEP,1,0,1,0,,0,0,,0,0,0,0,C2:68:CC,Unknown,0,320,0,legitimate,0,1,2,112461.0477784179,0,1,0,0,0
1056330,ACT103650185889,54:AF:97:24:1F:BD,-77,6,1042,100,5267113.0,WEP,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,,1,40,2,1,54:AF:97,Unknown,0,245,1,security_downgrade,15,0,0,4.986233481740099,0,1,0,0,1
1563928,KeethuSri ACT,3C:6A:D2:16:D6:7E,-90,7,3041,100,555580416389.0,WPA2,1,1,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,7,US,1,40,2,1,3C:6A:D2,Unknown,0,310,0,legitimate,13,0,0,355246.5721839035,1,0,0,0,0
264444,Tenda_1B1850,E8:65:D4:1B:18:E6,-87,5,522,100,146094.0,WPA2,1,1,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,10,,1,20,2,1,E8:65:D4,Unknown,0,292,1,channel_shift,12,0,0,0.5524551419009623,1,0,0,0,1
41458,,12:27:F5:A8:91:42,-71,3,2678,100,4174999.0,WEP,1,0,1,0,,0,0,,0,0,0,0,12:27:F5,Unknown,0,263,1,evil_twin_last_octet,0,1,2,100.70187414071734,1,1,0,0,1
998925,,52:91:E3:A7:90:7E,-95,9,3180,100,803978650175.0,WEP,1,0,1,0,,0,0,,0,0,0,0,52:91:E3,Unknown,0,310,0,legitimate,0,1,2,804843.0516124318,1,1,0,0,0
126018,,48:22:54:0C:D5:AE,-92,3,2942,100,1388040.0,WPA2,1,1,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,2,US,1,20,2,1,48:22:54,Unknown,1,370,1,hidden_ssid,0,1,0,11.014529555067092,1,0,0,0,1
58131,Airtel__dontuse,30:BD:13:27:87:96,-80,6,2797,100,180401869077.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,6,IN,1,20,2,1,30:BD:13,Unknown,0,311,0,legitimate,15,0,0,3103314.337662561,0,0,0,0,0
1564677,,DA:07:B6:E9:94:0F,-84,9,2633,100,6133797.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,9,,1,40,2,1,DA:07:B6,Unknown,1,241,1,hidden_ssid,0,1,2,3.9201656826516382,1,0,0,0,1
1667618,JioFiber-satz,C0:68:CC:6E:74:72,-77,6,3885,100,13350400396.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,C0:68:CC,Unknown,0,245,0,legitimate,13,0,0,8005.665800161788,0,0,0,0,0
283018,Coruscant,60:A4:B7:D0:84:23,-79,13,1698,100,1344533.0,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,,1,40,2,1,60:A4:B7,Unknown,0,239,1,channel_shift,9,0,0,4.750681049682177,1,0,0,0,1
